poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite
UI/UX Designer,UX Research; Photoshop; Illustrator; Prototypage; Figma,UX Research; Adobe XD; Photoshop; Illustrator; Prototypage; Figma; TikTok,2,1,Master,Bac,Anglais; Français,Français,77.5
Social Media Manager,TikTok; Meta Ads; Analytics; LinkedIn; Instagram; Facebook,Instagram; LinkedIn; Meta Ads; Facebook; Analytics; TikTok,2,1,Licence,Master,Français,Français; Anglais,90.0
Chef de projet digital,Agile; ClickUp; Gestion de projet; Communication; Scrum,Scrum,2,5,Licence,Licence,Anglais,Français,46.0
UI/UX Designer,Photoshop; Illustrator; UX Research; Prototypage; Figma,Figma; Adobe XD; Photoshop; UX Research; Prototypage,2,6,Master,Bac,Anglais,Français; Anglais,81.5
Community Manager,Facebook; Canva; Analytics,Canva; Copywriting; Instagram; TikTok; Analytics,3,0,Licence,Licence,Anglais,Français; Anglais,61.7
Content Manager,Copywriting; SEO; Content Strategy; Canva; WordPress; Analytics,Analytics; Canva,1,5,Licence,Licence,Anglais; Français,Français; Anglais,63.3
Social Media Manager,Analytics; TikTok; Meta Ads,Facebook; Analytics; Instagram; Java; Power BI,1,1,Master,Bac,Français,Français,55.8
Developpeur Mobile,Firebase; Flutter; Git; Dart; Java; Kotlin,Dart; Git; Kotlin; Flutter; Java; Firebase; SQL; Search Console,4,0,Master,Bac,Français,Français; Anglais,72.5
Developpeur Web,Laravel; HTML/CSS; JavaScript,HTML/CSS; Git; PHP; MySQL; Laravel; JavaScript; Excel; TikTok,2,4,Master,Bac,Anglais; Français,Français; Anglais,92.5
Graphiste,Branding; Canva; Photoshop; Illustrator,Illustrator; Typographie; Photoshop,1,5,Master,Master,Français,Français,72.5
Data Analyst,Pandas; Power BI; SQL; Python; Data Visualization,Aucune information,3,7,Bac,Bac,Anglais; Français,Français; Anglais,45.0
SEO/SEA,Google Ads; SEO; Keyword Research; Search Console,Keyword Research; Google Analytics; Google Ads; Search Console; SEM; SEO,1,5,Master,Master,Français,Français; Anglais,100.0
Data Analyst,Excel; Python; SQL,Power BI; Excel; Data Visualization; SQL; Python,2,7,Licence,Master,Anglais,Français; Anglais,100.0
Content Manager,WordPress; Analytics; Content Strategy,Canva; Content Strategy; SEO; Adobe XD,1,5,Licence,Bac,Anglais,Français,45.8
Community Manager,Analytics; Facebook; TikTok; Copywriting; Canva; Instagram,Analytics; Facebook; Canva; Copywriting; TikTok; Illustrator,2,6,Licence,Master,Français; Anglais,Français,85.8
Developpeur Web,PHP; Laravel; JavaScript; HTML/CSS; Git; MySQL,Laravel; PHP; JavaScript,1,6,Bac,Licence,Anglais; Français,Français,67.5
Community Manager,Analytics; TikTok; Instagram,Copywriting; Canva; Analytics; Facebook; TikTok; Instagram,2,4,Master,Licence,Français; Anglais,Français; Anglais,92.5
UI/UX Designer,UX Research; Photoshop; Adobe XD; Illustrator; Prototypage,Photoshop; Adobe XD,4,6,Bac,Licence,Anglais; Français,Français,62.0
SEO/SEA,Keyword Research; Google Analytics; Google Ads,Aucune information,3,6,Licence,Master,Anglais; Français,Français; Anglais,45.0
UI/UX Designer,Adobe XD; Illustrator; Figma; UX Research,Figma; Photoshop; Adobe XD; Prototypage; Copywriting; Canva,1,3,Master,Bac,Français,Français; Anglais,65.0
SEO/SEA,Google Ads; Keyword Research; Google Analytics; SEM; Search Console; SEO,SEO; Keyword Research; Search Console; Google Ads; SEM,2,5,Master,Licence,Français; Anglais,Français; Anglais,83.3
Graphiste,Illustrator; Photoshop; Branding,Typographie; Meta Ads,1,0,Licence,Licence,Français,Français,25.0
SEO/SEA,Search Console; Keyword Research; Google Analytics,Keyword Research; Search Console; SEM,3,4,Licence,Bac,Français; Anglais,Français,69.2
Social Media Manager,Facebook; TikTok; LinkedIn; Instagram; Analytics,Facebook; LinkedIn; Analytics,4,4,Master,Bac,Anglais; Français,Français; Anglais,70.5
SEO/SEA,Google Ads; Keyword Research; SEM; SEO; Search Console,Aucune information,3,4,Master,Master,Français; Anglais,Français,40.0
Developpeur Mobile,Git; Firebase; Kotlin; Java,Git,1,1,Licence,Bac,Anglais,Français; Anglais,51.3
Developpeur Mobile,Flutter; Dart; Git; Java,Aucune information,2,1,Bac,Licence,Français; Anglais,Français,30.0
Chef de projet digital,Communication; ClickUp; Agile; Gestion de projet,ClickUp; Asana; Communication; Excel; Typographie,2,8,Bac,Bac,Français,Français; Anglais,72.5
SEO/SEA,SEO; Search Console; Keyword Research; Google Ads; Google Analytics; SEM,Aucune information,4,4,Master,Bac,Français,Français,37.5
Data Analyst,Pandas; Excel; Power BI; Python; Data Visualization,SQL,4,6,Bac,Bac,Français,Français; Anglais,45.0
Developpeur Web,JavaScript; MySQL; PHP,Laravel; HTML/CSS; Git; JavaScript; MySQL; PHP; Search Console,3,5,Bac,Master,Français; Anglais,Français; Anglais,100.0
UI/UX Designer,Figma; Illustrator; UX Research; Photoshop,Photoshop; Illustrator; Figma; Adobe XD; Prototypage; UX Research,2,0,Bac,Bac,Anglais; Français,Français,75.0
Chef de projet digital,Communication; Scrum; ClickUp; Asana,Gestion de projet; Asana; ClickUp; Agile,4,0,Master,Licence,Français,Français; Anglais,45.0
UI/UX Designer,Photoshop; UX Research; Illustrator,Illustrator; Prototypage,3,6,Licence,Master,Anglais; Français,Français; Anglais,63.3
Content Manager,Canva; Copywriting; WordPress; Content Strategy,Copywriting; Analytics; Content Strategy; Canva; WordPress,4,2,Licence,Bac,Anglais,Français; Anglais,82.5
Graphiste,Branding; Canva; InDesign; Illustrator; Typographie,Typographie,2,5,Master,Master,Français,Français,56.0
Graphiste,Branding; Typographie; Illustrator; Photoshop; Canva; InDesign,Canva; InDesign; Illustrator; Typographie; Branding,2,4,Master,Licence,Français,Français,83.3
UI/UX Designer,Prototypage; Figma; Photoshop; UX Research; Adobe XD,Photoshop; Illustrator; Prototypage; UX Research; Adobe XD; Figma,4,3,Bac,Master,Français,Français,95.0
Chef de projet digital,ClickUp; Asana; Agile; Communication; Gestion de projet; Scrum,Agile; Gestion de projet,3,2,Bac,Bac,Français,Français,56.7
Developpeur Web,PHP; HTML/CSS; MySQL,JavaScript,3,6,Licence,Licence,Français; Anglais,Français,40.0
Graphiste,Photoshop; Branding; InDesign; Typographie,Photoshop,2,4,Licence,Licence,Français,Français,58.8
Developpeur Mobile,Git; Dart; Java; Kotlin,Instagram; LinkedIn,2,4,Bac,Master,Anglais,Français,35.0
Graphiste,Photoshop; Canva; Branding,Aucune information,4,2,Bac,Bac,Français,Français,35.0
Data Analyst,Excel; Python; Power BI; Data Visualization; SQL,Data Visualization; Scrum; Facebook,4,2,Master,Licence,Anglais,Français; Anglais,38.5
SEO/SEA,Google Ads; Google Analytics; Search Console; SEM; Keyword Research,Search Console; SEO; SEM,1,2,Master,Licence,Français,Français; Anglais,59.5
Chef de projet digital,Agile; ClickUp; Asana; Scrum; Communication; Gestion de projet,Gestion de projet,3,8,Licence,Bac,Français; Anglais,Français,41.7
Developpeur Web,PHP; Laravel; HTML/CSS; MySQL,Laravel; MySQL; HTML/CSS,1,2,Licence,Bac,Anglais,Français; Anglais,78.8
Data Analyst,SQL; Python; Pandas,Python,2,3,Licence,Master,Anglais; Français,Français,58.3
Developpeur Mobile,Dart; Java; Flutter; Kotlin; Firebase,Flutter; Firebase; Dart; Git; Kotlin; Java,2,1,Bac,Bac,Français,Français; Anglais,90.0
Content Manager,Content Strategy; Copywriting; Canva; WordPress; SEO,Analytics,2,0,Master,Bac,Français,Français,17.5
Community Manager,Copywriting; Canva; Analytics; TikTok; Instagram; Facebook,Copywriting,3,1,Master,Bac,Anglais; Français,Français; Anglais,33.3
Community Manager,Copywriting; Canva; Analytics,Instagram; Facebook; Analytics,4,5,Licence,Bac,Français; Anglais,Français; Anglais,55.8
UI/UX Designer,Illustrator; Adobe XD; Prototypage; Figma; Photoshop,Illustrator; Photoshop; Adobe XD; UX Research; Figma,4,0,Licence,Bac,Anglais; Français,Français,56.5
Social Media Manager,TikTok; LinkedIn; Meta Ads,Aucune information,4,6,Bac,Licence,Anglais; Français,Français; Anglais,45.0
Community Manager,Facebook; Analytics; Instagram; TikTok,Copywriting; TikTok; Facebook; Instagram; Analytics,3,4,Bac,Licence,Français,Français; Anglais,100.0
Social Media Manager,Meta Ads; Analytics; Facebook,LinkedIn,4,5,Licence,Licence,Français; Anglais,Français,40.0
UI/UX Designer,Figma; Prototypage; Illustrator; Adobe XD,Figma; Adobe XD; Photoshop; TikTok,4,6,Bac,Bac,Français,Français; Anglais,72.5
Graphiste,Photoshop; Illustrator; Typographie,Canva,3,1,Master,Master,Français,Français,31.7
Developpeur Mobile,Firebase; Java; Kotlin; Dart; Git; Flutter,Java; Dart; Kotlin; Flutter; Git; Firebase,3,4,Master,Licence,Anglais,Français; Anglais,92.5
Content Manager,Copywriting; WordPress; SEO; Analytics; Content Strategy,Content Strategy; Analytics; Copywriting; SEO; Canva,2,2,Bac,Licence,Français; Anglais,Français; Anglais,89.0
Chef de projet digital,Asana; Agile; ClickUp,Agile; Asana; Gestion de projet,4,7,Licence,Licence,Anglais,Français,71.7
Graphiste,Canva; Illustrator; InDesign; Photoshop; Typographie; Branding,Photoshop; Typographie; Branding; Canva; InDesign; Illustrator,2,3,Master,Bac,Français,Français,92.5
Developpeur Web,Laravel; PHP; HTML/CSS; Git; MySQL; JavaScript,PHP; HTML/CSS,1,0,Bac,Bac,Anglais,Français; Anglais,43.3
UI/UX Designer,Illustrator; Figma; Photoshop; UX Research; Adobe XD; Prototypage,Photoshop; Adobe XD; Figma; Prototypage,3,5,Bac,Licence,Anglais,Français; Anglais,81.7
UI/UX Designer,Illustrator; Photoshop; Prototypage; Adobe XD; UX Research; Figma,Adobe XD; UX Research; Figma; Dart; Git,2,0,Licence,Licence,Français; Anglais,Français; Anglais,52.5
Social Media Manager,Meta Ads; Instagram; LinkedIn; Analytics; TikTok,Facebook; TikTok; Instagram; LinkedIn; Analytics,1,0,Master,Bac,Français; Anglais,Français,56.5
UI/UX Designer,Illustrator; UX Research; Photoshop; Adobe XD; Figma; Prototypage,Adobe XD; Photoshop; Illustrator; Figma; UX Research; Prototypage,4,1,Master,Master,Français; Anglais,Français; Anglais,85.0
Graphiste,Canva; Photoshop; Branding; InDesign,Photoshop; Typographie,3,6,Master,Master,Français,Français,58.8
UI/UX Designer,UX Research; Prototypage; Photoshop; Illustrator; Adobe XD,Prototypage; UX Research; Photoshop; Illustrator; Adobe XD; Laravel,2,3,Licence,Master,Anglais,Français; Anglais,100.0
SEO/SEA,Keyword Research; Search Console; Google Ads; SEM; SEO; Google Analytics,Keyword Research; Google Analytics; SEM; Google Ads; SEO,3,0,Licence,Bac,Français,Français,63.3
SEO/SEA,SEM; SEO; Keyword Research,Keyword Research; SEO; SEM; Google Analytics; Search Console; Google Ads,3,6,Master,Bac,Français; Anglais,Français,87.5
Social Media Manager,Meta Ads; Instagram; Facebook; TikTok,Pandas; Prototypage,4,1,Bac,Master,Français; Anglais,Français; Anglais,30.0
UI/UX Designer,Adobe XD; UX Research; Photoshop; Figma; Prototypage; Illustrator,Figma; Adobe XD; UX Research; Prototypage; Illustrator; Photoshop,1,2,Bac,Bac,Français,Français; Anglais,100.0
Data Analyst,Power BI; Pandas; Excel,Power BI,1,4,Licence,Master,Anglais,Français; Anglais,63.3
Developpeur Mobile,Dart; Kotlin; Firebase,Kotlin; Firebase; Flutter; Dart; Java; Git; SEO; Canva,2,3,Master,Bac,Anglais,Français; Anglais,92.5
Chef de projet digital,Communication; Scrum; ClickUp,Aucune information,4,0,Licence,Master,Anglais; Français,Français; Anglais,25.0
Social Media Manager,Analytics; Facebook; TikTok; Instagram; Meta Ads; LinkedIn,LinkedIn; Meta Ads; TikTok,1,6,Master,Master,Français,Français; Anglais,72.5
SEO/SEA,SEO; Search Console; Keyword Research; Google Ads; SEM,SEM; SEO,3,2,Licence,Bac,Anglais,Français; Anglais,52.8
Developpeur Web,MySQL; HTML/CSS; Laravel,SEO,1,2,Bac,Licence,Anglais,Français,35.0
Graphiste,Illustrator; Photoshop; InDesign,Typographie; InDesign; Photoshop; Illustrator,3,0,Master,Licence,Français,Français,72.5
Social Media Manager,Analytics; Facebook; Instagram; Meta Ads; TikTok,TikTok; LinkedIn; Facebook; Instagram; Meta Ads; Analytics,1,1,Bac,Master,Français; Anglais,Français,95.0
Developpeur Web,Laravel; HTML/CSS; JavaScript; MySQL; PHP; Git,Laravel; PHP; Git; JavaScript,1,3,Master,Bac,Français; Anglais,Français,69.2
UI/UX Designer,Prototypage; Illustrator; Photoshop; Adobe XD; Figma; UX Research,Prototypage; Adobe XD; Photoshop,4,4,Licence,Bac,Français; Anglais,Français,60.0
Graphiste,Typographie; Photoshop; Illustrator; Branding,Illustrator,1,0,Master,Master,Français,Français,38.7
Graphiste,Typographie; Photoshop; Canva,Illustrator,1,6,Licence,Bac,Français,Français,37.5
SEO/SEA,Search Console; Keyword Research; Google Analytics; Google Ads; SEO; SEM,SEM; Google Analytics; Search Console,2,3,Licence,Licence,Français; Anglais,Français; Anglais,72.5
Chef de projet digital,Scrum; ClickUp; Agile; Communication; Gestion de projet,Agile; ClickUp; Communication; Asana; Scrum; Gestion de projet,3,3,Licence,Licence,Anglais,Français; Anglais,100.0
Chef de projet digital,Asana; Scrum; ClickUp; Agile; Gestion de projet; Communication,Gestion de projet; Scrum; Agile; Communication,1,8,Bac,Licence,Anglais; Français,Français,76.7
Data Analyst,Data Visualization; Power BI; Python; Pandas; Excel,Power BI; Pandas; Python; Data Visualization; Excel,2,6,Licence,Master,Français; Anglais,Français; Anglais,100.0
UI/UX Designer,UX Research; Photoshop; Illustrator,Prototypage; UX Research; Photoshop; Figma; Adobe XD,3,1,Master,Bac,Français; Anglais,Français; Anglais,60.8
Chef de projet digital,Gestion de projet; Asana; ClickUp; Agile,Aucune information,4,2,Master,Bac,Français,Français; Anglais,27.5
Chef de projet digital,Gestion de projet; Agile; Communication; Asana; Scrum; ClickUp,Agile; Communication,2,6,Master,Bac,Français,Français,55.8
Chef de projet digital,Agile; Asana; Scrum; Gestion de projet,Communication; Asana; Scrum,1,0,Bac,Licence,Français; Anglais,Français,47.5
SEO/SEA,SEO; Search Console; Google Ads; Google Analytics; SEM,Search Console; Google Ads; SEO; Google Analytics; Agile; Laravel,1,5,Licence,Licence,Anglais; Français,Français; Anglais,89.0
Developpeur Web,Laravel; HTML/CSS; JavaScript; PHP,JavaScript,3,5,Licence,Master,Anglais,Français; Anglais,58.8
SEO/SEA,Search Console; SEO; Google Ads; SEM,Aucune information,4,5,Bac,Licence,Anglais,Français; Anglais,45.0
Developpeur Mobile,Git; Flutter; Kotlin; Java,Java; Kotlin; Dart; Git; Firebase; Flutter,2,6,Licence,Licence,Anglais; Français,Français; Anglais,100.0
Graphiste,Illustrator; Canva; InDesign,Branding; Photoshop; Illustrator; Typographie; InDesign; Canva,4,3,Master,Master,Français,Français,95.0
UI/UX Designer,Prototypage; Adobe XD; UX Research,Prototypage,2,2,Bac,Master,Français,Français; Anglais,63.3
Social Media Manager,Instagram; Facebook; LinkedIn; Analytics,Instagram; Meta Ads; LinkedIn; Facebook,2,5,Bac,Master,Français,Français; Anglais,86.2
UI/UX Designer,Photoshop; Figma; Prototypage; Illustrator; UX Research,Adobe XD; Prototypage; Photoshop; SEO,1,6,Master,Bac,Français,Français; Anglais,59.5
Social Media Manager,Analytics; Meta Ads; Facebook,Meta Ads; TikTok; Analytics; Instagram; Facebook; LinkedIn,2,1,Licence,Master,Anglais; Français,Français,85.0
Community Manager,Copywriting; Facebook; Instagram; Analytics; Canva; TikTok,Facebook; Analytics; Copywriting; Illustrator,3,3,Licence,Licence,Français; Anglais,Français; Anglais,72.5
Data Analyst,Pandas; SQL; Power BI; Data Visualization; Python,SQL; Excel; Pandas; Power BI; Content Strategy,2,2,Licence,Master,Anglais,Français; Anglais,78.0
Developpeur Web,PHP; Git; Laravel; HTML/CSS; JavaScript; MySQL,Aucune information,3,0,Bac,Licence,Français,Français; Anglais,25.0
Data Analyst,Excel; Data Visualization; SQL,Data Visualization; SQL; Python,4,3,Licence,Bac,Français,Français,69.2
SEO/SEA,Search Console; Google Ads; Google Analytics; Keyword Research; SEM,Search Console; Google Ads; Google Analytics; SEM; Keyword Research; SEO; HTML/CSS,2,3,Bac,Bac,Anglais,Français,90.0
SEO/SEA,Google Analytics; Search Console; Keyword Research; SEO,Keyword Research; Google Ads,2,6,Licence,Master,Anglais,Français; Anglais,58.8
SEO/SEA,SEM; Google Analytics; Keyword Research; Search Console; SEO,Keyword Research,2,4,Master,Bac,Anglais,Français,38.5
UI/UX Designer,Prototypage; Figma; Photoshop; UX Research; Adobe XD; Illustrator,Photoshop; Branding; Scrum,3,2,Bac,Master,Français,Français; Anglais,47.5
UI/UX Designer,Figma; UX Research; Illustrator,Adobe XD; UX Research; Figma; Photoshop,4,3,Master,Bac,Français,Français; Anglais,69.2
Developpeur Web,PHP; HTML/CSS; JavaScript; MySQL; Laravel; Git,Aucune information,4,1,Bac,Bac,Anglais; Français,Français,25.0
Developpeur Mobile,Git; Flutter; Dart; Firebase; Java,Kotlin; Git; Firebase; Java; Dart,2,4,Master,Bac,Anglais; Français,Français,76.5
Developpeur Web,Git; MySQL; JavaScript; PHP,JavaScript; HTML/CSS; MySQL; PHP; Laravel; Git; SEO; Canva,1,6,Bac,Bac,Français; Anglais,Français; Anglais,100.0
UI/UX Designer,Adobe XD; Prototypage; UX Research; Figma,Figma; UX Research; Photoshop,2,5,Licence,Master,Anglais; Français,Français,67.5
Data Analyst,Data Visualization; Python; Excel; Power BI; Pandas; SQL,Data Visualization; Python; Pandas; Power BI; Excel; SQL,2,0,Licence,Bac,Anglais; Français,Français,67.5
Graphiste,Canva; Typographie; Photoshop; Branding; Illustrator,Typographie; Illustrator,2,6,Master,Bac,Français,Français,59.5
Social Media Manager,Facebook; LinkedIn; Instagram; Meta Ads; Analytics,Instagram; Meta Ads; TikTok; Analytics,4,0,Master,Bac,Anglais; Français,Français; Anglais,50.5
Data Analyst,SQL; Excel; Pandas; Python; Data Visualization; Power BI,Excel; Pandas; Python; Power BI; Data Visualization,4,7,Bac,Master,Français,Français,90.8
Developpeur Web,JavaScript; HTML/CSS; PHP; Laravel; MySQL,JavaScript; HTML/CSS; Git,2,4,Bac,Licence,Anglais; Français,Français,62.0
Data Analyst,Python; Pandas; Excel; Data Visualization; SQL; Power BI,Aucune information,2,4,Bac,Master,Français; Anglais,Français; Anglais,45.0
Graphiste,Illustrator; Typographie; InDesign,Branding; Photoshop; Canva; Dart; Analytics,2,6,Licence,Licence,Français,Français,45.0
Chef de projet digital,Communication; Scrum; Asana; ClickUp,Communication; Gestion de projet; Asana; ClickUp; Agile,2,8,Master,Bac,Anglais,Français,68.8
Developpeur Web,PHP; MySQL; Git; JavaScript; HTML/CSS,Laravel; Git; MySQL; JavaScript,2,3,Master,Master,Anglais; Français,Français; Anglais,78.0
Content Manager,Copywriting; Canva; WordPress; Content Strategy; Analytics; SEO,Content Strategy; Copywriting; Analytics; WordPress; SEO; Canva,4,3,Bac,Master,Français,Français; Anglais,95.0
Community Manager,Analytics; Facebook; Copywriting; Canva; Instagram,Canva; Analytics; Facebook; Copywriting; Google Analytics,2,1,Bac,Bac,Anglais,Français; Anglais,79.0
Content Manager,WordPress; Analytics; Content Strategy; SEO; Canva,Aucune information,3,6,Bac,Bac,Français; Anglais,Français,40.0
Content Manager,Analytics; Canva; SEO; WordPress; Content Strategy; Copywriting,Canva; Content Strategy; Copywriting,3,0,Licence,Master,Anglais,Français,42.5
SEO/SEA,Search Console; Google Ads; Keyword Research; SEM; SEO; Google Analytics,Keyword Research,4,4,Master,Bac,Anglais; Français,Français,41.7
SEO/SEA,SEO; Google Ads; Keyword Research; Search Console; SEM,Search Console; Google Ads; Flutter,2,3,Bac,Master,Anglais,Français,57.0
Graphiste,Typographie; Photoshop; Branding; InDesign,Canva; Python; TikTok,2,1,Bac,Licence,Français,Français,35.0
Content Manager,Canva; WordPress; SEO; Content Strategy; Analytics,WordPress; SEO; Copywriting; Analytics; Photoshop,1,4,Master,Bac,Anglais; Français,Français,65.5
Community Manager,Facebook; Instagram; Canva; Analytics; Copywriting,Analytics; Canva; Instagram,1,0,Licence,Bac,Français; Anglais,Français,45.5
Chef de projet digital,Agile; Scrum; Asana; ClickUp,ClickUp,4,3,Bac,Master,Anglais; Français,Français; Anglais,53.8
Data Analyst,Pandas; Excel; Power BI; Python,Data Visualization; Pandas; Power BI; SQL; Python; Excel,3,0,Bac,Licence,Français; Anglais,Français,75.0
SEO/SEA,SEO; Google Analytics; Search Console; Google Ads,Search Console,2,5,Bac,Bac,Français,Français; Anglais,58.8
Social Media Manager,TikTok; Meta Ads; LinkedIn,Facebook; Meta Ads; Instagram; Analytics; TikTok,1,3,Master,Licence,Anglais; Français,Français,69.2
Content Manager,SEO; Canva; Copywriting; Content Strategy; WordPress,WordPress; Content Strategy; SEO; Copywriting; Canva; Analytics,2,2,Bac,Master,Anglais,Français; Anglais,100.0
Content Manager,Analytics; WordPress; Copywriting,Aucune information,3,1,Licence,Bac,Français; Anglais,Français,19.2
SEO/SEA,Google Ads; Keyword Research; Search Console; SEO; SEM; Google Analytics,Keyword Research; Search Console; SEM,4,1,Bac,Master,Anglais,Français; Anglais,57.5
Chef de projet digital,Scrum; Asana; Communication; ClickUp,Scrum; Communication; Asana; Agile; Gestion de projet,1,5,Master,Licence,Français; Anglais,Français; Anglais,78.8
Chef de projet digital,Agile; Communication; Scrum,Asana; Communication; Gestion de projet; Agile; Scrum; ClickUp,3,3,Master,Bac,Anglais,Français; Anglais,92.5
UI/UX Designer,UX Research; Adobe XD; Photoshop; Prototypage,Adobe XD; Photoshop; Figma,2,2,Bac,Bac,Anglais,Français; Anglais,72.5
Chef de projet digital,Asana; ClickUp; Scrum; Communication,Gestion de projet; Communication,2,5,Licence,Bac,Français,Français; Anglais,51.3
Data Analyst,Excel; Data Visualization; Python; Pandas; SQL; Power BI,Power BI; Excel; Pandas; Python; Data Visualization; SQL,4,1,Master,Master,Français; Anglais,Français,80.0
Developpeur Mobile,Java; Git; Dart; Flutter; Firebase; Kotlin,Firebase; Dart; Git; Java; Flutter; Kotlin,2,0,Licence,Licence,Français,Français,80.0
Graphiste,InDesign; Branding; Illustrator; Canva,Canva; Typographie; InDesign; Photoshop; Branding; Illustrator,4,1,Master,Master,Français,Français,85.0
Developpeur Mobile,Firebase; Dart; Git,Flutter; Java; Dart; Git; Photoshop,4,1,Master,Master,Anglais,Français; Anglais,66.7
UI/UX Designer,Photoshop; Prototypage; Illustrator; Adobe XD,Photoshop; Adobe XD; Canva; Google Analytics,1,2,Licence,Master,Anglais; Français,Français,67.5
Social Media Manager,TikTok; Analytics; Meta Ads; Facebook; LinkedIn; Instagram,Facebook,1,0,Bac,Bac,Anglais; Français,Français,29.2
Graphiste,Photoshop; Illustrator; Branding; InDesign,Photoshop,1,3,Licence,Bac,Français,Français,51.3
SEO/SEA,Search Console; SEO; Google Analytics; Google Ads,SEM,3,5,Master,Bac,Anglais; Français,Français; Anglais,37.5
Community Manager,Instagram; Facebook; Analytics; Canva; Copywriting; TikTok,Instagram; Copywriting; Facebook; TikTok; Canva; Analytics,3,1,Bac,Bac,Français,Français; Anglais,86.7
Community Manager,Facebook; Canva; Analytics,Canva; Instagram; Analytics; Branding,1,0,Master,Master,Anglais,Français; Anglais,61.7
Data Analyst,Data Visualization; Power BI; SQL,Data Visualization; Excel,2,4,Licence,Licence,Anglais; Français,Français; Anglais,63.3
Content Manager,Copywriting; SEO; WordPress,WordPress; Content Strategy; SEO,4,0,Licence,Master,Français,Français; Anglais,61.7
Graphiste,Canva; Illustrator; Branding; Photoshop,Branding; Typographie; Illustrator; InDesign,3,1,Bac,Bac,Français,Français,59.2
Social Media Manager,Analytics; TikTok; Instagram,TikTok; Instagram; Meta Ads; LinkedIn; Analytics,2,0,Bac,Licence,Anglais,Français,70.0
Chef de projet digital,Scrum; ClickUp; Asana; Agile,ClickUp; Gestion de projet; Agile; Communication,1,7,Master,Bac,Anglais; Français,Français; Anglais,65.0
Developpeur Mobile,Flutter; Firebase; Dart; Java,Kotlin; Firebase; Dart,4,4,Master,Master,Français; Anglais,Français; Anglais,72.5
Developpeur Mobile,Firebase; Git; Flutter; Kotlin,Java; Git,2,5,Bac,Licence,Français,Français; Anglais,58.8
Content Manager,Copywriting; SEO; Analytics; Canva; Content Strategy; WordPress,WordPress,2,2,Master,Bac,Français; Anglais,Français,41.7
Content Manager,WordPress; Canva; Analytics; SEO; Content Strategy,SEO; Content Strategy; Analytics; Copywriting; Canva; WordPress,2,3,Master,Licence,Français,Français,92.5
Developpeur Web,PHP; JavaScript; Git; Laravel,Git,1,5,Bac,Bac,Français; Anglais,Français; Anglais,58.8
Chef de projet digital,ClickUp; Scrum; Agile; Communication; Asana; Gestion de projet,Agile; MySQL; Copywriting,1,2,Licence,Master,Français; Anglais,Français; Anglais,54.2
Chef de projet digital,Scrum; Gestion de projet; Communication; Agile,Asana; Scrum; Agile,3,7,Master,Master,Anglais,Français,62.5
Data Analyst,SQL; Excel; Data Visualization,Pandas; SQL; Excel; Python; Data Visualization,1,2,Bac,Master,Français; Anglais,Français; Anglais,100.0
Content Manager,Analytics; Copywriting; Content Strategy; Canva,Analytics; Content Strategy; Copywriting; WordPress; SEO,4,6,Bac,Bac,Français,Français; Anglais,86.2
UI/UX Designer,Adobe XD; Illustrator; Photoshop; Prototypage; UX Research,Figma; Photoshop; UX Research; Prototypage; Illustrator; Adobe XD; Git,3,3,Licence,Bac,Français; Anglais,Français; Anglais,92.5
Graphiste,InDesign; Photoshop; Illustrator; Typographie; Branding; Canva,Illustrator; Typographie; Branding,1,4,Licence,Master,Français,Français,72.5
Social Media Manager,Instagram; Facebook; Analytics; TikTok; LinkedIn,Aucune information,1,3,Bac,Licence,Français,Français; Anglais,45.0
SEO/SEA,Keyword Research; SEO; Google Analytics; Google Ads; SEM,SEM; SEO; Analytics,3,3,Licence,Bac,Français; Anglais,Français; Anglais,59.5
Developpeur Mobile,Flutter; Dart; Kotlin,Git; Firebase; Flutter,4,3,Master,Master,Français,Français; Anglais,58.3
Developpeur Mobile,Git; Flutter; Dart; Firebase; Java,Aucune information,1,3,Licence,Licence,Anglais,Français; Anglais,45.0
Graphiste,Photoshop; Typographie; InDesign; Illustrator; Canva,Photoshop,4,0,Licence,Bac,Français,Français,28.5
UI/UX Designer,Prototypage; UX Research; Photoshop; Adobe XD; Illustrator,Figma,4,2,Master,Bac,Anglais; Français,Français,22.5
SEO/SEA,SEM; Google Analytics; Search Console; Google Ads,SEO; Keyword Research; Google Ads; Search Console,4,3,Bac,Bac,Anglais,Français; Anglais,67.5
SEO/SEA,SEO; Google Analytics; Keyword Research; SEM; Search Console; Google Ads,Aucune information,1,0,Bac,Bac,Anglais; Français,Français,20.0
Graphiste,Typographie; Branding; InDesign,Illustrator; Photoshop,1,4,Licence,Master,Français,Français,45.0
Content Manager,Analytics; Content Strategy; Canva; SEO; Copywriting,Content Strategy; Canva; WordPress,2,3,Master,Master,Français,Français; Anglais,67.0
SEO/SEA,SEO; Google Ads; Keyword Research; SEM; Google Analytics; Search Console,Google Ads; Google Analytics; SEM; SEO; Keyword Research; Search Console,4,0,Licence,Master,Français; Anglais,Français; Anglais,80.0
Community Manager,Canva; Instagram; Facebook; Analytics,Aucune information,4,6,Bac,Bac,Français; Anglais,Français,40.0
Community Manager,Copywriting; Facebook; Instagram,Aucune information,3,0,Master,Master,Français; Anglais,Français,20.0
