poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite
Developpeur Web,HTML/CSS; PHP; Laravel; Git,HTML/CSS,3,2,Master,Master,Français (courant); Anglais (avancé),Français (avancé),47.1
SEO/SEA,Keyword Research; SEO; Google Analytics; SEM; Search Console,Keyword Research; Google Ads; Google Analytics; SEO; Search Console; SEM,4,5,Licence,Master,Français (intermédiaire); Anglais (courant),Français (avancé); Anglais (intermédiaire),100.0
Developpeur Web,Laravel; PHP; Git,PHP; JavaScript; Git; HTML/CSS; Laravel; MySQL,3,5,Licence,Licence,Français (courant),Français (intermédiaire); Anglais (courant),100.0
Social Media Manager,Meta Ads; Facebook; Instagram,Aucune information,2,6,Master,Licence,Anglais (débutant),Français (courant),27.5
Developpeur Mobile,Flutter; Firebase; Dart; Git; Java; Kotlin,Flutter,4,0,Licence,Bac,Français (intermédiaire); Anglais (avancé),Français (courant); Anglais (intermédiaire),26.7
Developpeur Web,HTML/CSS; MySQL; PHP; Git; JavaScript; Laravel,Aucune information,4,6,Bac,Master,Anglais (débutant),Français (avancé); Anglais (débutant),45.0
Developpeur Mobile,Java; Dart; Git,Dart; Kotlin; Firebase; Java; Git,1,3,Master,Master,Anglais (débutant),Français (courant),90.0
Chef de projet digital,Scrum; Agile; Communication; Gestion de projet; Asana,Asana; ClickUp; Agile,2,3,Bac,Licence,Anglais (avancé),Français (courant); Anglais (courant),67.0
Developpeur Mobile,Dart; Firebase; Flutter,Dart; Firebase; Git; Java; Flutter,2,2,Licence,Bac,Français (intermédiaire),Français (intermédiaire); Anglais (débutant),92.5
Chef de projet digital,Agile; ClickUp; Communication; Gestion de projet,Scrum,1,5,Bac,Master,Français (intermédiaire),Français (courant); Anglais (courant),45.0
Content Manager,WordPress; Analytics; Content Strategy; Canva; SEO,WordPress; SEO; Canva,2,3,Bac,Licence,Français (intermédiaire); Anglais (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),78.0
Social Media Manager,Instagram; TikTok; Meta Ads; Analytics,LinkedIn; Meta Ads; Analytics; Facebook,2,1,Bac,Licence,Anglais (avancé),Français (courant); Anglais (débutant),62.5
Data Analyst,Power BI; Excel; Data Visualization,Python,4,3,Licence,Bac,Anglais (intermédiaire); Français (avancé),Français (intermédiaire),27.5
Chef de projet digital,Gestion de projet; Scrum; Communication; Agile; Asana,ClickUp; Asana; Scrum; Agile; Canva,2,5,Licence,Master,Français (intermédiaire),Français (avancé); Anglais (courant),78.0
Content Manager,Content Strategy; SEO; Canva; Copywriting,Aucune information,3,0,Bac,Master,Français (intermédiaire); Anglais (débutant),Français (courant); Anglais (courant),25.0
Content Manager,SEO; Copywriting; Analytics; Canva,WordPress; Content Strategy; Copywriting; Analytics; SEO; Canva,1,2,Bac,Licence,Français (courant),Français (avancé); Anglais (intermédiaire),100.0
SEO/SEA,Search Console; Google Analytics; Google Ads; Keyword Research; SEM; SEO,Search Console; Agile; Instagram,2,6,Licence,Master,Anglais (intermédiaire); Français (courant),Français (courant); Anglais (débutant),54.2
Content Manager,Analytics; Content Strategy; WordPress; SEO,Copywriting; SEO,2,0,Licence,Master,Français (intermédiaire),Français (intermédiaire),38.7
Developpeur Web,Laravel; HTML/CSS; PHP; JavaScript; MySQL,Git; HTML/CSS; Laravel,1,3,Master,Licence,Français (avancé),Français (intermédiaire); Anglais (avancé),59.5
Chef de projet digital,Scrum; ClickUp; Agile; Gestion de projet,Aucune information,3,6,Bac,Bac,Anglais (courant); Français (intermédiaire),Français (courant),40.0
Developpeur Mobile,Java; Kotlin; Git; Firebase; Flutter,Flutter,4,1,Master,Licence,Anglais (avancé),Français (intermédiaire),23.5
Community Manager,Instagram; Facebook; Copywriting; Analytics; TikTok,Aucune information,2,5,Bac,Master,Français (avancé); Anglais (débutant),Français (avancé); Anglais (courant),45.0
Developpeur Web,Laravel; MySQL; PHP; HTML/CSS,MySQL; PHP; Git; JavaScript; Laravel,1,2,Licence,Bac,Anglais (avancé); Français (avancé),Français (avancé); Anglais (courant),78.8
Chef de projet digital,Scrum; Asana; Agile; ClickUp; Gestion de projet,Agile; ClickUp; Gestion de projet; Asana,1,7,Master,Master,Anglais (intermédiaire); Français (intermédiaire),Français (courant),84.0
Developpeur Mobile,Kotlin; Flutter; Dart; Java; Git; Firebase,Aucune information,2,5,Bac,Licence,Français (intermédiaire),Français (courant); Anglais (avancé),45.0
Content Manager,Copywriting; WordPress; Content Strategy; SEO; Analytics,Aucune information,3,1,Licence,Master,Français (intermédiaire); Anglais (intermédiaire),Français (courant); Anglais (courant),31.7
Developpeur Mobile,Firebase; Java; Kotlin,Illustrator,4,4,Licence,Master,Anglais (intermédiaire); Français (avancé),Français (intermédiaire),40.0
SEO/SEA,Search Console; Google Ads; SEO; Google Analytics; Keyword Research,Google Analytics; Search Console; Keyword Research; Google Ads; SEO; SEM; Copywriting,3,6,Licence,Licence,Anglais (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),100.0
Developpeur Mobile,Git; Dart; Kotlin; Firebase,Aucune information,4,4,Master,Licence,Français (courant); Anglais (intermédiaire),Français (avancé); Anglais (débutant),37.5
Content Manager,SEO; Analytics; Content Strategy,Aucune information,1,5,Bac,Bac,Anglais (courant),Français (intermédiaire); Anglais (avancé),45.0
SEO/SEA,Search Console; SEO; Google Ads,Keyword Research; Google Analytics; Search Console; SEO,3,2,Licence,Master,Français (courant); Anglais (débutant),Français (avancé),70.0
Developpeur Web,PHP; Laravel; JavaScript; HTML/CSS; MySQL; Git,Laravel; HTML/CSS; PHP; Canva; Instagram,3,5,Master,Master,Français (avancé); Anglais (avancé),Français (avancé); Anglais (intermédiaire),72.5
SEO/SEA,SEM; Google Analytics; Google Ads; Search Console; Keyword Research,Search Console; Google Analytics; Keyword Research; Google Ads,4,3,Master,Bac,Français (courant),Français (avancé); Anglais (débutant),76.5
Social Media Manager,TikTok; Analytics; Instagram; Facebook; Meta Ads,Facebook; LinkedIn; TikTok; Instagram; Meta Ads,1,5,Master,Bac,Anglais (intermédiaire); Français (avancé),Français (courant); Anglais (intermédiaire),81.5
Graphiste,Typographie; Illustrator; Canva; InDesign; Branding,Aucune information,3,5,Bac,Licence,Français (avancé),Français (avancé),45.0
UI/UX Designer,UX Research; Figma; Adobe XD; Illustrator; Prototypage,Photoshop; Illustrator; Figma; Adobe XD; Scrum; ClickUp,3,0,Licence,Licence,Anglais (débutant); Français (courant),Français (avancé),53.0
SEO/SEA,SEM; SEO; Google Ads; Keyword Research; Google Analytics,Search Console; Google Ads; SEO; Keyword Research; Google Analytics; SEM,3,0,Licence,Bac,Français (intermédiaire); Anglais (débutant),Français (avancé); Anglais (intermédiaire),72.5
UI/UX Designer,Illustrator; Figma; Adobe XD; Photoshop,Illustrator; Figma; Prototypage,4,5,Master,Licence,Anglais (avancé); Français (avancé),Français (intermédiaire),60.0
Data Analyst,Python; Data Visualization; SQL; Pandas,Pandas; Data Visualization; Excel,3,4,Licence,Licence,Français (avancé),Français (courant); Anglais (intermédiaire),72.5
Data Analyst,Power BI; SQL; Excel; Pandas; Data Visualization,Data Visualization,2,3,Bac,Master,Français (intermédiaire); Anglais (intermédiaire),Français (courant); Anglais (courant),56.0
Developpeur Mobile,Kotlin; Flutter; Git; Firebase; Dart,Flutter; Kotlin; Java; Dart; Firebase,1,4,Master,Licence,Français (intermédiaire),Français (avancé); Anglais (courant),81.5
Developpeur Web,Git; PHP; MySQL; HTML/CSS; JavaScript,Aucune information,4,3,Bac,Bac,Anglais (avancé),Français (avancé); Anglais (courant),40.0
Data Analyst,Excel; Power BI; Data Visualization; Python,SQL; Python,1,1,Master,Master,Français (courant); Anglais (courant),Français (intermédiaire),53.8
Data Analyst,Data Visualization; Python; Excel,Aucune information,2,0,Licence,Licence,Anglais (débutant); Français (courant),Français (courant); Anglais (débutant),25.0
Developpeur Mobile,Flutter; Kotlin; Dart,Flutter; Firebase; Java; Kotlin; Git,2,3,Licence,Licence,Anglais (débutant); Français (avancé),Français (intermédiaire),76.7
SEO/SEA,SEO; Google Ads; Search Console; SEM,SEM; Google Analytics; SEO; Keyword Research,1,5,Licence,Bac,Anglais (débutant); Français (avancé),Français (intermédiaire); Anglais (avancé),65.0
SEO/SEA,SEO; Search Console; Google Analytics; SEM; Google Ads; Keyword Research,Search Console; Google Ads; SEM; Keyword Research; Google Analytics; ClickUp; Git,2,0,Master,Master,Français (intermédiaire); Anglais (débutant),Français (intermédiaire),65.8
Chef de projet digital,Scrum; Agile; ClickUp; Communication; Gestion de projet; Asana,Scrum; Agile; ClickUp,3,7,Bac,Bac,Anglais (courant),Français (avancé),62.5
Developpeur Mobile,Kotlin; Flutter; Java; Dart; Firebase; Git,Firebase; Flutter,1,6,Bac,Licence,Français (courant); Anglais (intermédiaire),Français (courant); Anglais (avancé),63.3
Chef de projet digital,Communication; ClickUp; Agile; Gestion de projet; Asana,Agile; Communication; Scrum; ClickUp; Gestion de projet,1,6,Licence,Bac,Anglais (avancé); Français (avancé),Français (intermédiaire); Anglais (courant),81.5
Developpeur Mobile,Dart; Git; Kotlin; Firebase; Java; Flutter,Kotlin; Java; Dart,4,0,Bac,Master,Anglais (avancé),Français (intermédiaire),42.5
SEO/SEA,Keyword Research; Google Ads; Search Console; Google Analytics; SEO; SEM,Search Console; Google Ads; Google Analytics; Keyword Research,4,2,Master,Licence,Anglais (courant); Français (intermédiaire),Français (intermédiaire),59.2
Content Manager,Analytics; Content Strategy; Copywriting; Canva; WordPress,Analytics; SEO; Copywriting; Canva; WordPress,2,4,Bac,Licence,Anglais (intermédiaire); Français (courant),Français (courant); Anglais (avancé),89.0
Data Analyst,Power BI; Python; Pandas; Data Visualization; SQL,SQL; Excel,2,2,Bac,Bac,Français (courant),Français (avancé),56.0
Data Analyst,Excel; Power BI; Python,Data Visualization; Python; Power BI; SQL; Excel,2,5,Master,Master,Français (avancé); Anglais (courant),Français (courant); Anglais (courant),100.0
Content Manager,SEO; Copywriting; Analytics; Content Strategy; WordPress; Canva,Analytics,4,3,Bac,Bac,Français (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),49.2
UI/UX Designer,Prototypage; Photoshop; Figma; Adobe XD,Photoshop,4,6,Master,Master,Français (courant),Français (courant); Anglais (intermédiaire),58.8
Content Manager,WordPress; Copywriting; SEO; Analytics; Content Strategy,SEO,2,2,Licence,Licence,Français (intermédiaire); Anglais (débutant),Français (courant); Anglais (avancé),56.0
Chef de projet digital,Agile; Asana; ClickUp,Asana; ClickUp; Agile; Scrum; Communication,2,4,Master,Bac,Français (avancé),Français (avancé),92.5
Data Analyst,Power BI; Python; Excel; Data Visualization; Pandas; SQL,Python; SQL; Pandas; Excel; Power BI,1,3,Bac,Master,Français (avancé),Français (intermédiaire),90.8
Developpeur Mobile,Flutter; Git; Firebase; Kotlin,Firebase; Java; Flutter; Kotlin; Git; Dart,1,3,Bac,Master,Français (avancé),Français (avancé); Anglais (intermédiaire),100.0
SEO/SEA,Keyword Research; SEO; Search Console,SEO; Google Analytics; Keyword Research; SEM; Facebook,1,3,Master,Master,Anglais (intermédiaire),Français (avancé); Anglais (intermédiaire),81.7
Graphiste,Typographie; Canva; InDesign; Branding,Branding; Illustrator; Photoshop; Canva; Instagram; Keyword Research,2,4,Licence,Bac,Français (courant),Français (courant),65.0
Social Media Manager,LinkedIn; Meta Ads; Instagram; Facebook,Analytics,2,6,Bac,Bac,Français (courant); Anglais (débutant),Français (intermédiaire),40.0
Data Analyst,Excel; Python; Data Visualization,Data Visualization,1,1,Bac,Licence,Anglais (débutant); Français (intermédiaire),Français (avancé); Anglais (avancé),63.3
Chef de projet digital,Asana; Gestion de projet; Communication; ClickUp; Agile; Scrum,Scrum; Communication,3,6,Licence,Licence,Français (avancé),Français (courant),63.3
Social Media Manager,LinkedIn; Analytics; TikTok; Instagram; Meta Ads; Facebook,Instagram; Meta Ads; Analytics; LinkedIn; Facebook; TikTok,2,6,Master,Master,Anglais (avancé),Français (avancé); Anglais (débutant),100.0
SEO/SEA,SEO; Keyword Research; Google Analytics; SEM,Google Ads; Keyword Research; Google Analytics; TikTok; HTML/CSS,4,3,Master,Licence,Anglais (débutant),Français (avancé); Anglais (avancé),60.0
Content Manager,Content Strategy; SEO; Canva; WordPress,WordPress; SEO,2,1,Master,Bac,Anglais (intermédiaire),Français (courant); Anglais (débutant),55.0
Graphiste,Canva; Typographie; Branding; Photoshop; InDesign,Branding; Typographie; Illustrator; Canva,3,2,Bac,Master,Français (intermédiaire),Français (courant),71.3
Community Manager,Instagram; Copywriting; Canva; Analytics; TikTok; Facebook,Instagram; Analytics; Facebook,4,2,Master,Bac,Français (courant),Français (intermédiaire); Anglais (courant),55.0
Content Manager,Analytics; SEO; Canva,Canva; Analytics; SEO; Copywriting; WordPress,3,3,Master,Bac,Anglais (débutant),Français (courant); Anglais (courant),92.5
Content Manager,SEO; Content Strategy; WordPress; Copywriting,Content Strategy,2,4,Bac,Master,Anglais (avancé),Français (intermédiaire); Anglais (courant),58.8
Graphiste,Branding; Canva; Typographie; Photoshop; InDesign; Illustrator,Typographie,2,3,Master,Master,Français (intermédiaire),Français (courant),54.2
Graphiste,Canva; Illustrator; Photoshop; Typographie; InDesign; Branding,Branding; Typographie; Photoshop,2,4,Master,Master,Français (intermédiaire),Français (avancé),72.5
Chef de projet digital,Gestion de projet; Communication; Agile; Asana,Gestion de projet; ClickUp; Scrum; Communication; Asana,4,1,Master,Licence,Anglais (courant); Français (intermédiaire),Français (courant); Anglais (courant),63.7
Graphiste,InDesign; Branding; Canva,Branding; Photoshop; Typographie; Illustrator,3,5,Bac,Licence,Français (avancé),Français (avancé),63.3
Developpeur Mobile,Git; Java; Firebase; Dart,Dart; Git; Java; Flutter; Kotlin; Firebase,4,2,Master,Master,Anglais (avancé); Français (avancé),Français (courant); Anglais (intermédiaire),90.0
UI/UX Designer,UX Research; Adobe XD; Illustrator,Photoshop; Prototypage; Figma; Illustrator; Adobe XD; UX Research,2,6,Bac,Bac,Anglais (débutant),Français (intermédiaire); Anglais (avancé),100.0
Developpeur Mobile,Firebase; Dart; Kotlin,Java; Kotlin; Firebase,1,4,Master,Bac,Anglais (courant),Français (intermédiaire),64.2
Chef de projet digital,Agile; Scrum; Asana; Communication; ClickUp; Gestion de projet,Communication,2,1,Master,Licence,Anglais (avancé),Français (avancé),26.7
SEO/SEA,Keyword Research; Google Ads; SEO; Google Analytics; SEM; Search Console,Keyword Research,3,3,Master,Licence,Anglais (intermédiaire); Français (courant),Français (avancé); Anglais (avancé),46.7
SEO/SEA,Keyword Research; SEO; Google Analytics,Keyword Research; SEM; Google Ads,3,6,Bac,Licence,Anglais (courant); Français (avancé),Français (avancé),58.3
Developpeur Web,PHP; MySQL; HTML/CSS; Laravel; Git; JavaScript,MySQL; Data Visualization; Content Strategy,3,2,Licence,Bac,Français (intermédiaire); Anglais (avancé),Français (courant); Anglais (courant),40.0
Social Media Manager,Instagram; Meta Ads; TikTok; Facebook; LinkedIn,Instagram; TikTok; Analytics; Facebook; Meta Ads,4,6,Master,Master,Français (courant),Français (courant); Anglais (débutant),89.0
Developpeur Mobile,Java; Flutter; Kotlin; Dart; Firebase; Git,Java; Firebase; Git; Flutter; Kotlin; Dart,4,3,Master,Licence,Anglais (débutant); Français (intermédiaire),Français (courant),82.5
Social Media Manager,Analytics; Instagram; LinkedIn; Facebook; Meta Ads; TikTok,Facebook; TikTok; Meta Ads; LinkedIn,1,1,Bac,Master,Anglais (courant),Français (avancé); Anglais (courant),81.7
Content Manager,Copywriting; SEO; Canva; Content Strategy; WordPress,Canva; SEO,4,4,Master,Master,Anglais (débutant); Français (avancé),Français (courant); Anglais (courant),67.0
Community Manager,Copywriting; Canva; Analytics; Facebook,Facebook; Instagram; Canva; Copywriting; Analytics; TikTok,2,2,Master,Licence,Anglais (avancé),Français (courant); Anglais (avancé),92.5
SEO/SEA,Search Console; Google Ads; SEO,Google Analytics; Search Console; Keyword Research; Google Ads; SEM,2,3,Licence,Bac,Français (intermédiaire); Anglais (débutant),Français (intermédiaire); Anglais (avancé),74.2
Content Manager,Copywriting; Analytics; Content Strategy; Canva,Copywriting; Canva; SEO; WordPress,4,2,Master,Licence,Français (avancé); Anglais (courant),Français (intermédiaire); Anglais (intermédiaire),55.0
